predictor,level,row_count,mean_loss,median_loss,mean_log1p_loss,median_log1p_loss,is_rare
cat104,B,43,3195.70976744186,2594.26,7.806797486662883,7.861441983259265,True
cat104,C,6949,2847.1126737660093,2108.58,7.649923301463878,7.654244154523906,False
cat104,D,27611,2970.460094889718,2191.84,7.694529288243091,7.692952786339896,False
cat104,E,42925,2981.0809421083286,2076.6,7.669906131897342,7.638968660348539,False
cat104,F,19228,3068.3329233409613,2111.2200000000003,7.68304618451507,7.655494805350596,False
cat104,G,40660,3117.23777004427,2118.17,7.6930121835684195,7.658779781527733,False
cat104,H,17187,2767.820460813405,1968.41,7.617243808765975,7.585489284489446,False
cat104,I,10919,3014.904157889917,2081.42,7.673414002214864,7.6412859579369625,False
cat104,J,3138,3330.961504142766,2199.005,7.757148431695603,7.696214910456952,False
cat104,K,14297,3173.2300167867384,2157.31,7.727213676250356,7.6770807870303805,False
cat104,L,3486,3683.609644291452,2527.54,7.855454696774724,7.835397322775512,False
cat104,M,1156,4167.185519031142,2575.6099999999997,7.937415065705725,7.854229647868723,False
cat104,N,153,3861.0956209150327,2557.33,7.840024523237744,7.847109980854843,True
cat104,O,409,3089.3257457212712,2413.27,7.78927948414319,7.789152242958929,False
cat104,P,86,3035.8196511627907,2503.9449999999997,7.7703199989892,7.826011764782782,True
cat104,Q,3,4747.946666666667,3333.34,8.28603084134587,8.112030037715252,True
cat105,A,77,3015.3992207792207,1880.77,7.6175868458305676,7.539968102262571,True
cat105,B,5,1236.3380000000002,1201.95,7.092135478767469,7.092532152351156,True
cat105,C,275,2794.335927272727,2099.17,7.617017226752813,7.649773572816,False
cat105,D,12172,2612.9226298061126,1919.475,7.57482864882643,7.5603278227711925,False
cat105,E,76493,2861.3099895415266,2075.47,7.6537257033721176,7.638424615579013,False
cat105,F,62892,3071.0210373338423,2141.87,7.698290203831135,7.669901331000146,False
cat105,G,20613,3226.280348809004,2132.86,7.716363764680025,7.665687825211036,False
cat105,H,11258,3430.475048854148,2232.97,7.764303379757888,7.711535550711763,False
cat105,I,2941,4356.198208092485,2793.65,7.95244901391043,7.9354621541344725,False
cat105,J,694,5340.362507204611,3237.865,8.131244094146401,8.082974676592054,False
cat105,K,486,5147.148744855967,2902.585,8.063945787803108,7.973697388522056,False
cat105,L,145,6631.49475862069,3805.29,8.310975557748291,8.244410240434187,True
cat105,M,171,6275.504035087719,3519.23,8.24576314423989,8.16628160736661,True
cat105,N,64,7031.06546875,5558.05,8.561590334544137,8.62316320646614,True
cat105,O,9,6625.501111111112,4313.53,8.428101423211245,8.36974367522121,True
cat105,P,15,22600.972,4069.65,8.73199384021139,8.311557970844834,True
cat105,Q,4,12335.162499999999,5433.785,8.640569268914591,8.431783495315823,True
cat105,R,2,15316.645,15316.645,9.08350928943931,9.08350928943931,True
cat105,S,1,3637.2,3637.2,8.199244332828115,8.199244332828115,True
cat105,T,1,51383.04,51383.04,10.847082897389763,10.847082897389763,True
cat106,A,75,3259.5108,2003.69,7.7322344311834525,7.603244714320441,True
cat106,B,9,3540.1299999999997,2211.29,7.833435770173525,7.70178345712311,True
cat106,C,129,6771.240542635659,3183.76,8.146328964859828,8.066132211948856,True
cat106,D,1934,4462.236458117891,2741.5150000000003,7.996187479798901,7.916630661515163,False
cat106,E,13000,3538.7423969230767,2281.435,7.795512480823774,7.732998110999992,False
cat106,F,36143,3278.1418116924438,2201.74,7.7391735524645435,7.6974573189567135,False
cat106,G,47165,2928.131985582529,2046.08,7.65375471337278,7.624169666480428,False
cat106,H,37713,2912.657092249357,2051.82,7.655449664311683,7.626969736604247,False
cat106,I,21433,2815.5252535809263,2015.21,7.630396403654013,7.608974790432955,False
cat106,J,18281,3010.036765494229,2221.7,7.704741583864067,7.7064779520907205,False
cat106,K,7958,2785.64882005529,2165.16,7.655864024990944,7.680711293545004,False
cat106,L,2971,2660.348882531134,1994.26,7.6015849832214935,7.598529646646829,False
cat106,M,1176,2941.4861564625853,2191.84,7.697258877236368,7.692952782180635,False
cat106,N,231,2591.4112987012986,2028.74,7.594484723270883,7.615662985015307,False
cat106,O,66,2319.965909090909,1961.1100000000001,7.50731953039265,7.581676760938734,True
cat106,P,2,759.425,759.425,6.608262154355937,6.608262154355937,True
cat106,R,32,3546.8984375,2844.31,7.923109097343134,7.952591683337289,True
cat107,A,75,3259.5108,2003.69,7.7322344311834525,7.603244714320441,True
cat107,B,2,19845.899999999998,19845.899999999998,9.178747218690361,9.178747218690361,True
cat107,C,213,2076.430704225352,1553.98,7.2975067995775165,7.349217962794287,False
cat107,D,3225,2636.230164341085,1817.15,7.532811839712172,7.505574779584631,False
cat107,E,12521,2871.4291749860236,1971.56,7.623121219826776,7.587087470508354,False
cat107,F,47310,3072.6211885436483,2098.4849999999997,7.683402628603026,7.649447355197358,False
cat107,G,28560,3149.791914565826,2233.975,7.73229718256607,7.71198532130028,False
cat107,H,23461,3124.0431528920335,2254.84,7.735215437550863,7.721277688117051,False
cat107,I,20066,2913.9882148908605,2059.32,7.659638323460932,7.630616589478358,False
cat107,J,22405,3084.531565721937,2103.27,7.6878437782006985,7.651723892620594,False
cat107,K,20236,2946.549609112473,2038.5549999999998,7.656219487535613,7.620486919702918,False
cat107,L,6976,3003.2061697247705,2150.3599999999997,7.686102872568467,7.673855478751326,False
cat107,M,2067,3074.337929366231,2318.36,7.706732623864296,7.74904656453445,False
cat107,N,797,3053.982032622334,2275.71,7.725901130198093,7.7304866973905515,False
cat107,O,125,2950.61352,2471.53,7.708960161383257,7.812997196891407,True
cat107,P,100,3138.6722999999997,2389.165,7.676816223591439,7.778768474464546,True
cat107,Q,140,2985.1141428571427,2211.245,7.605162614828336,7.701700250943973,True
cat107,R,5,3063.068,3061.6,7.894241278112064,8.027019507381107,True
cat107,S,2,5553.495,5553.495,8.622301079871907,8.622301079871907,True
cat107,U,32,3546.8984375,2844.31,7.923109097343134,7.952591683337289,True
cat108,A,9299,2985.5236143671364,2189.2,7.694958650184706,7.691748142841659,False
cat108,B,65512,2835.619131914764,2041.21,7.639236792167926,7.621787833741545,False
cat108,C,520,2365.833115384615,1847.03,7.528615176469976,7.521874790066801,False
cat108,D,19160,3719.431096033403,2378.755,7.825653677825917,7.774752818810731,False
cat108,E,7968,3771.1030860943774,2416.935,7.84487699182249,7.790669146764635,False
cat108,F,10242,2563.8212624487405,1869.525,7.557598827522452,7.533974418934146,False
cat108,G,21421,3094.658479062602,2225.51,7.734298609539728,7.7081906161058145,False
cat108,H,4305,3878.6507781649243,2478.45,7.860309140822835,7.815792040369947,False
cat108,I,7243,2969.863907220765,2174.46,7.695941055666051,7.684995415413901,False
cat108,J,213,4203.008544600939,2569.94,7.89906666998043,7.852026869770702,False
cat108,K,42435,2928.250686225993,2041.16,7.65102097054131,7.621763350209411,False
cat109,A,52,2252.565192307692,1839.025,7.498753633154093,7.517115269149767,True
cat109,AA,14,2418.3342857142857,1872.33,7.6288729768341295,7.5296397760279135,True
cat109,AB,21933,2609.7275730634206,2048.22,7.613628323278711,7.6252145119237245,False
cat109,AE,52,2882.0209615384615,2651.245,7.734345747384633,7.883161726547399,True
cat109,AF,8,1452.7275,1456.64,7.135111693191835,7.26539853787145,True
cat109,AG,1,1150.72,1150.72,7.049011756157492,7.049011756157492,True
cat109,AH,55,2108.246727272727,1805.13,7.489482896733662,7.498941713667615,True
cat109,AI,18,1527.1244444444446,1525.75,7.250010793357337,7.329364067847138,True
cat109,AJ,50,1975.3736,1889.2649999999999,7.417226717280254,7.543375229470022,True
cat109,AK,1,544.06,544.06,6.300895880346712,6.300895880346712,True
cat109,AL,151,2319.1014569536424,1922.66,7.50261147417549,7.56198490043297,True
cat109,AM,52,1605.5507692307692,1563.965,7.232668013226225,7.355617062751136,True
cat109,AN,17,1522.1523529411766,1528.08,7.2040456151729995,7.3324215263392665,True
cat109,AO,2,866.18,866.18,6.649361947896434,6.649361947896434,True
cat109,AP,7,1084.1585714285713,1132.76,6.903264282262661,7.033294821677107,True
cat109,AQ,57,1939.4750877192982,1640.39,7.37860377015496,7.4032987228168725,True
cat109,AR,208,2923.4834615384616,2549.95,7.76889592462235,7.844181488384358,False
cat109,AS,159,2669.9440251572328,1898.61,7.602170764227896,7.549403880927271,True
cat109,AT,200,3003.6402999999996,2673.63,7.773580679458289,7.891002759542895,False
cat109,AU,22,2677.7054545454544,2024.915,7.6825840523488065,7.613773834141574,True
cat109,AV,6,1959.705,1841.975,7.38661683991264,7.517212696323921,True
cat109,AW,74,2063.627027027027,1867.425,7.483145168292045,7.532838627874705,True
cat109,AX,54,1646.7096296296297,1410.35,7.269940781643554,7.251969275954517,True
cat109,AY,9,2495.366666666667,2216.07,7.657004450323752,7.703941783317226,True
cat109,B,1,759.84,759.84,6.634423086084641,6.634423086084641,True
cat109,BA,33,2848.4166666666665,2424.76,7.737714289182078,7.7939001563332715,True
cat109,BB,14,3510.847142857143,3730.68,8.076171876910045,8.224344838450723,True
cat109,BC,14,1793.9635714285712,1756.46,7.412373722266432,7.4716197690252715,True
cat109,BD,43,1965.152558139535,1878.0,7.3869689712524,7.538494999413465,True
cat109,BE,5,1700.2900000000002,1614.7,7.33649002880218,7.387523578282785,True
cat109,BF,1,2887.44,2887.44,7.968471842978575,7.968471842978575,True
cat109,BG,3,3268.263333333334,3885.06,8.034748288026575,8.265151069859362,True
cat109,BH,257,2315.3504280155644,1930.47,7.536485293879487,7.566036650015742,False
cat109,BI,152918,3146.284931531932,2141.13,7.707119698091231,7.669555940109118,False
cat109,BJ,22,2541.0,1626.795,7.522486853547353,7.388269141957357,True
cat109,BK,15,1694.0266666666669,1543.67,7.332040456424351,7.342565574284767,True
cat109,BL,122,1997.1469672131147,1690.835,7.400121789111643,7.4332892347989095,True
cat109,BM,2,1868.235,1868.235,7.4763601290367525,7.4763601290367525,True
cat109,BN,2,1680.49,1680.49,7.400710686720033,7.400710686720033,True
cat109,BO,329,1855.6795744680849,1500.16,7.3232706341609335,7.313993421555486,False
cat109,BP,1,1624.06,1624.06,7.393300017159121,7.393300017159121,True
cat109,BQ,1067,2415.1294189315836,1974.42,7.536609469956195,7.588536312954514,False
cat109,BR,16,1622.345625,1269.065,7.194765616790313,7.146631215693835,True
cat109,BS,9,1719.5933333333332,2038.62,7.306566311353033,7.620518794977206,True
cat109,BT,2,1211.505,1211.505,7.053888858461546,7.053888858461546,True
cat109,BU,3142,2639.220868873329,2054.755,7.621925663093561,7.628398429356353,False
cat109,BV,2,1727.245,1727.245,7.2994812533380085,7.2994812533380085,True
cat109,BX,61,1518.3565573770493,1276.72,7.077830308006916,7.152832518601481,True
cat109,BY,3,1470.3,1288.31,7.260497343255005,7.1618624705334595,True
cat109,C,39,4059.7602564102563,3210.76,7.987110818293327,8.074574352474242,True
cat109,CA,66,1931.6733333333334,1794.98,7.416334026278503,7.493300288015626,True
cat109,CB,1,2860.23,2860.23,7.959006881290403,7.959006881290403,True
cat109,CC,43,2297.1853488372094,1823.98,7.5526871833619245,7.509324307052433,True
cat109,CD,143,2009.5355244755247,1643.42,7.405746647111675,7.405143017440639,True
cat109,CE,8,1643.81625,1486.1,7.320282325396617,7.303823608518259,True
cat109,CF,12,2625.8641666666667,2274.0950000000003,7.670078354959635,7.706574658966449,True
cat109,CG,8,2676.67625,2525.275,7.8122047201125016,7.833884880872004,True
cat109,CH,6,1679.6066666666666,1268.3,7.332172067523907,7.144191621764502,True
cat109,CI,109,1809.510458715596,1525.92,7.321096380074798,7.33100791353842,True
cat109,CJ,8,1564.05375,1126.24,7.153315952124966,7.019981448620877,True
cat109,CK,13,972.9530769230769,836.85,6.744563529635713,6.730839086846733,True
cat109,CL,178,4416.924494382023,2621.495,7.945500826931554,7.871734552148525,True
cat109,D,214,2190.0498130841124,2008.75,7.519565930635017,7.605762594274749,False
cat109,E,17,1877.1670588235295,2047.16,7.318481168713824,7.624697108107799,True
cat109,F,124,2864.1808870967743,2566.8,7.7359703031092595,7.850797090448147,True
cat109,G,1353,2893.4349445676276,2305.31,7.711950448105047,7.743404123710583,False
cat109,H,73,1991.8964383561645,1965.4,7.432773990374949,7.58395973881177,True
cat109,I,94,2149.9256382978724,2122.7250000000004,7.536914945398116,7.660917011619567,True
cat109,J,1,2143.75,2143.75,7.670778274453075,7.670778274453075,True
cat109,K,2999,2313.3989663221073,1816.35,7.491206504705231,7.505134675052703,False
cat109,L,89,3689.716853932584,3018.58,7.938698700852125,8.012873027849707,True
cat109,M,446,3144.4973766816147,2145.915,7.701300907785195,7.6717866985098615,False
cat109,N,461,1833.5566594360087,1625.31,7.344102101330811,7.39406892384251,False
cat109,O,58,1796.270344827586,1608.8449999999998,7.2498553886885,7.383874895609189,True
cat109,P,8,1639.2475,1435.4099999999999,7.160021837246774,7.257444163814446,True
cat109,Q,66,2270.1943939393936,1861.85,7.555059489161164,7.529832849390841,True
cat109,R,149,3356.6499999999996,2696.88,7.823295110496245,7.900221558387893,True
cat109,S,25,1862.5783999999999,1426.31,7.298919557488339,7.263546832846729,True
cat109,T,59,1964.4981355932202,1737.66,7.4285546161290625,7.4608699805751995,True
cat109,U,78,1876.6805128205126,1728.065,7.382169412211413,7.4553216605492345,True
cat109,V,11,1566.5454545454545,1277.43,7.287567171244039,7.15338804157021,True
cat109,X,49,2759.8004081632653,2284.83,7.594324608671533,7.7344844758852025,True
cat109,Y,23,2950.83,3136.1,7.83439215092358,8.051054085272654,True
cat109,ZZ,1,796.91,796.91,6.681995809134559,6.681995809134559,True
cat110,A,1296,2946.2364583333333,2212.3199999999997,7.714043513021647,7.702248749143054,False
cat110,AA,20,2578.1580000000004,2120.81,7.68239339288214,7.6583852966400245,True
cat110,AB,56,2358.5812499999997,1823.455,7.4554353584946655,7.50901966540922,True
cat110,AC,2611,3669.9497165836847,2567.85,7.871387093920961,7.851213606927203,False
cat110,AD,626,2060.47214057508,1729.475,7.424726533483516,7.456148985713344,False
cat110,AE,16,4646.9825,1809.42,7.808317912172823,7.501267900356067,True
cat110,AF,3,1371.0266666666666,1131.85,7.0923205359203925,7.032491860383463,True
cat110,AG,7,2527.23,2834.62,7.741434888383424,7.950015887136973,True
cat110,AH,4,1956.4875,2073.71,7.54502660730748,7.635907588402426,True
cat110,AI,2965,2786.2811568296797,2130.15,7.65560394243039,7.664417019109896,False
cat110,AJ,14,2635.558571428571,2455.09,7.738907907016495,7.804077422621013,True
cat110,AK,336,2764.5647321428573,1880.52,7.6005696990044695,7.539831508321653,False
cat110,AL,121,1984.5146280991735,1848.45,7.437006030274674,7.522643576573471,True
cat110,AM,643,2429.6731570762054,1750.99,7.500635596570999,7.46850756371749,False
cat110,AN,3,832.54,826.1,6.5317168701289985,6.717925606697861,True
cat110,AO,27,2112.2385185185185,1535.21,7.414499386198857,7.337073623112461,True
cat110,AP,576,2668.304322916667,2249.6800000000003,7.645653608597361,7.718987515055462,False
cat110,AR,90,2671.805,1694.355,7.571682372345438,7.435647387621555,True
cat110,AS,1,1467.99,1467.99,7.292330368798767,7.292330368798767,True
cat110,AT,39,2536.108205128205,2246.12,7.620555203625402,7.717404675298743,True
cat110,AU,38,3333.886315789474,1838.4099999999999,7.646250846585915,7.516050259450694,True
cat110,AV,9,2351.6944444444443,2761.02,7.621383815089192,7.9237175750726365,True
cat110,AW,48,2236.6725,1755.98,7.522212766948836,7.471304451730862,True
cat110,AX,21,2758.193333333333,2578.01,7.740530399331446,7.855160883345715,True
cat110,AY,202,2869.350297029703,2192.075,7.703040306992754,7.693053118324762,False
cat110,B,12,1576.5308333333332,1770.0700000000002,7.25476049989015,7.479319309262795,True
cat110,BA,61,3224.240491803279,2446.4,7.80205883576015,7.802781515551568,True
cat110,BB,6,3476.615,2405.11,7.887810595745314,7.765434501848523,True
cat110,BC,4131,2554.9644904381507,1939.76,7.574731875765985,7.570834927919687,False
cat110,BD,1,1576.5,1576.5,7.363596594415368,7.363596594415368,True
cat110,BE,15,1947.3266666666666,2038.66,7.31871050842942,7.620538406281163,True
cat110,BF,19,1564.5742105263157,1370.73,7.186510547348843,7.223827995916631,True
cat110,BG,146,1803.6042465753426,1608.135,7.305789002856713,7.383449536963369,True
cat110,BI,1,1068.07,1068.07,6.974544390639862,6.974544390639862,True
cat110,BJ,26,2204.1711538461536,2317.55,7.575522124391351,7.748513711021463,True
cat110,BK,1,2726.89,2726.89,7.911283695569731,7.911283695569731,True
cat110,BL,18,1573.666111111111,1313.615,7.261488754653576,7.180963283721301,True
cat110,BM,1,2716.54,2716.54,7.907482338298259,7.907482338298259,True
cat110,BN,2,2185.7,2185.7,7.686336817238777,7.686336817238777,True
cat110,BO,38,1585.6105263157895,1524.3899999999999,7.195127779696912,7.329443746494426,True
cat110,BP,2867,2877.9677886292293,2051.7,7.6438907296886125,7.626911278723133,False
cat110,BQ,19,1646.255263157895,1775.74,7.259932675152603,7.482535503437331,True
cat110,BR,52,1523.6153846153845,1336.475,7.181226657733518,7.1984725368642035,True
cat110,BS,1920,2859.8451770833335,2103.46,7.655438554346138,7.651814077092611,False
cat110,BT,16365,3180.054736327528,2149.62,7.7135441891258365,7.673511451643492,False
cat110,BU,4,1683.575,1924.44,7.368153531479833,7.561184379706388,True
cat110,BV,2,1166.315,1166.315,7.062456037295734,7.062456037295734,True
cat110,BW,21,1658.6038095238096,1481.7,7.2821197621466425,7.30162002902398,True
cat110,BX,31,1521.8667741935485,1243.42,7.1386965162623355,7.1264248368969,True
cat110,BY,8,1727.9225000000001,1456.9650000000001,7.343115626939882,7.2830254392319205,True
cat110,C,2681,2425.9131219694145,1973.47,7.557258507884422,7.58805528689135,False
cat110,CB,1,1810.32,1810.32,7.501811140231098,7.501811140231098,True
cat110,CC,10,1939.309,1897.9850000000001,7.416368711833149,7.549066834850597,True
cat110,CD,8,1796.5975,1537.855,7.351498600395654,7.338167640994429,True
cat110,CF,35,2096.978285714286,1849.41,7.49588269969613,7.523162515139548,True
cat110,CG,206,1916.5368446601942,1712.96,7.392640200940385,7.446559506528362,False
cat110,CH,296,2492.004358108108,2076.0249999999996,7.588956864214546,7.638612203958318,False
cat110,CI,1066,3566.819324577861,2313.1949999999997,7.7919060954783905,7.746817170315965,False
cat110,CJ,153,3206.171633986928,2020.4,7.693621965066875,7.611545619640562,True
cat110,CK,26,1384.965,1233.92,7.065463360886375,7.118714097620314,True
cat110,CL,25305,3523.7305382335503,2285.55,7.784576001921466,7.734799410342073,False
cat110,CM,1925,2747.197496103896,2056.02,7.628875588546299,7.629013612503114,False
cat110,CN,70,4063.7395714285717,2534.2799999999997,7.898226878537686,7.837636429709388,True
cat110,CO,17495,3117.470019434124,2149.32,7.7066593908445284,7.673371947255852,False
cat110,CP,27,2376.678888888889,2128.9,7.493363137271417,7.663830309244554,True
cat110,CQ,3271,3053.205074900642,1991.56,7.652502965558768,7.597175523134448,False
cat110,CR,767,2842.394185136897,1999.57,7.61391492047142,7.601187418937297,False
cat110,CS,24592,3024.8991513500328,2056.51,7.6718507697213125,7.629251792759485,False
cat110,CT,39,1999.0771794871794,1668.2,7.463210796233745,7.420099748717398,True
cat110,CU,2,1265.315,1265.315,7.129590416546119,7.129590416546119,True
cat110,CV,72,1747.350138888889,1656.31,7.326521670511413,7.412898905621997,True
cat110,CW,8,1455.7450000000001,1387.7849999999999,7.212509853615355,7.234884300852714,True
cat110,CX,6,1168.985,1091.48,6.919804825757996,6.995395386631557,True
cat110,CY,10,1931.4990000000003,1338.58,7.257586127409001,7.195407947069318,True
cat110,D,52,2034.9055769230768,1804.365,7.4535509149841195,7.497487394562772,True
cat110,DA,22,2406.217727272727,1959.7150000000001,7.5804042764046535,7.567426500101824,True
cat110,DB,4,1528.2424999999998,1430.365,7.2918762508229875,7.253935143332685,True
cat110,DC,29,2130.081724137931,1481.88,7.3605492133039,7.301741421803957,True
cat110,DD,3,1624.5366666666666,2001.22,7.240106730815423,7.60201184394758,True
cat110,DE,14,1684.2507142857141,1665.4450000000002,7.375666219861155,7.418201414213007,True
cat110,DF,20,2180.564,1700.835,7.512053080039264,7.438365235868805,True
cat110,DG,15,2153.5026666666668,2424.33,7.458826004910422,7.79372287658743,True
cat110,DH,120,3196.9566666666665,2498.3100000000004,7.764101298833792,7.823618834316452,True
cat110,DI,62,1492.8798387096774,1227.3000000000002,7.11969996342777,7.113347363014129,True
cat110,DJ,233,2672.629184549356,2314.5,7.662101436275818,7.747380925920806,False
cat110,DK,1745,2938.1723094555873,2020.68,7.662052395166762,7.611684127906759,False
cat110,DL,395,2670.2985316455693,1817.66,7.566375465655811,7.50585524515932,False
cat110,DM,796,3077.0165452261303,1948.185,7.645215726524942,7.575164952277465,False
cat110,DN,2,1277.435,1277.435,7.124242597290816,7.124242597290816,True
cat110,DO,12,2071.6141666666667,1411.4,7.3163702039418075,7.2349004658784875,True
cat110,DP,13,1678.3015384615383,1586.76,7.283230948601394,7.370079496884003,True
cat110,DQ,17,2165.280588235294,2009.88,7.5495535884197995,7.606327716187147,True
cat110,DR,26,2283.512307692308,2230.075,7.509330843081457,7.710238092310149,True
cat110,DS,17,3654.3841176470587,4000.77,7.984385612361925,8.294492042227775,True
cat110,DT,3,1631.18,1905.04,7.350872578865702,7.552783070352803,True
cat110,DU,138,2597.97847826087,2064.2799999999997,7.639988822958514,7.633020988037524,True
cat110,DV,1,601.09,601.09,6.400406935795691,6.400406935795691,True
cat110,DW,3640,2709.7820384615384,2073.17,7.638431163395183,7.637316350679339,False
cat110,DX,3096,2909.06940245478,2083.3900000000003,7.6391171198040855,7.642231515122403,False
cat110,DY,14,4140.4121428571425,2003.8850000000002,7.797020741152501,7.589572118904963,True
cat110,E,175,2485.3404571428573,2089.18,7.575771956925842,7.645005465652277,True
cat110,EA,181,3123.9773480662984,2224.66,7.730355008536229,7.707808779828077,True
cat110,EB,21396,2912.5478514675638,2130.495,7.673875152875251,7.6645788788122875,False
cat110,ED,8,1504.3775,1545.705,7.263105251876697,7.34215961646176,True
cat110,EE,1185,3509.414194092827,2275.86,7.794967879267995,7.730552579764185,False
cat110,EF,1159,3285.088723037101,2262.15,7.753581885897978,7.724512927131082,False
cat110,EG,24654,3047.407985316784,2159.245,7.700552163329022,7.677976920104938,False
cat110,EH,1,7020.68,7020.68,8.856757784627609,8.856757784627609,True
cat110,EI,2,1966.935,1966.935,7.58192803894736,7.58192803894736,True
cat110,EJ,2,3153.17,3153.17,8.04895516709173,8.04895516709173,True
cat110,EK,4,2067.2,1819.955,7.524260177905804,7.506762936016468,True
cat110,EL,9236,2676.473775443915,1959.49,7.594024448370287,7.5809497157762085,False
cat110,EM,176,4427.839375,2621.495,7.948266917896146,7.871734552148525,True
cat110,G,34,1687.920294117647,1459.46,7.2370578014000255,7.285404286953762,True
cat110,H,8,1311.545,1263.555,7.159003881625612,7.142237406123472,True
cat110,I,236,2810.34,2254.285,7.65517433972591,7.721030977948769,False
cat110,J,22,1932.1531818181816,1597.435,7.4321834391092265,7.374570995716965,True
cat110,K,20,1856.3259999999998,1625.1,7.35060017348732,7.393662767806395,True
cat110,L,11,3019.605454545455,2245.11,7.621478259783595,7.716955110056363,True
cat110,N,222,1538.2295045045046,1368.275,7.161814179019394,7.222033959395449,False
cat110,O,104,1370.5470192307694,1229.88,7.06475887457328,7.115172692023065,True
cat110,P,15,2141.1753333333336,1951.68,7.545006442036058,7.5769580669652905,True
cat110,Q,3,4259.833333333333,4821.21,7.917390357347711,8.480987608186853,True
cat110,R,20,3052.4375,2839.865,7.906249614779332,7.951774839604508,True
cat110,S,1,1105.51,1105.51,7.008966196955915,7.008966196955915,True
cat110,T,529,2329.314933837429,1991.78,7.5461463120806265,7.59728592776754,False
cat110,U,343,2235.0475510204083,1837.22,7.477612200248562,7.51655299107372,False
cat110,V,1692,2626.0157092198583,2012.0,7.5866466933928605,7.607381409648356,False
cat110,W,2703,2970.150318165002,2136.2,7.69685602976208,7.667251840083616,False
cat110,X,66,3258.7730303030303,2625.0600000000004,7.812806559879434,7.873231539832183,True
cat110,Y,11,2367.635454545454,1789.79,7.383967331757862,7.490412142254726,True
cat111,A,128395,2826.826831185015,1974.74,7.617179623257175,7.588698290703175,False
cat111,B,7,2578.652857142857,2299.89,7.657965608401777,7.741051283590614,True
cat111,C,32401,3112.7932162587576,2063.98,7.695446911304101,7.6328758201182065,False
cat111,D,3,4634.71,1786.1,7.813054749447571,7.488349473302751,True
cat111,E,14682,3487.3093052717613,2512.755,7.867184923613691,7.829532929810742,False
cat111,F,3,3365.9233333333336,3425.22,8.013397666116065,8.13921289165017,True
cat111,G,7039,4014.2854823128287,3056.19,8.034237590384157,8.025251472396482,False
cat111,I,3578,4538.145086640581,3612.685,8.179085435484033,8.192483303624215,False
cat111,K,1353,5175.607575757575,4239.77,8.3500991650812,8.352500135511619,False
cat111,M,473,6090.626152219873,4950.27,8.522893325472298,8.507399388311962,False
cat111,O,221,6091.21592760181,4989.28,8.490386064660045,8.515247299395782,False
cat111,Q,91,6552.888901098901,5631.94,8.60643385056739,8.636386787320145,True
cat111,S,38,7827.693421052631,5441.915,8.738063036564839,8.601394183408146,True
cat111,U,16,9587.939375,8083.0599999999995,8.880116364580292,8.997646576373217,True
cat111,W,16,9498.15375,6622.725,8.89663666716278,8.79831459223591,True
cat111,Y,2,5891.655000000001,5891.655000000001,8.434922388834742,8.434922388834742,True
cat112,A,2411,2803.3353878058897,1997.66,7.63435416558508,7.600232234991777,False
cat112,AA,1241,2787.083883964545,2073.04,7.6521319792977245,7.637253675006578,False
cat112,AB,246,3233.393577235772,2319.27,7.799411628317309,7.749432546551551,False
cat112,AC,454,2768.016762114538,1966.71,7.630865048212429,7.584625161027958,False
cat112,AD,1531,3292.1655127367735,2261.3,7.773128673797563,7.724137273876711,False
cat112,AE,834,2428.361139088729,1670.695,7.490534900645589,7.421591829972542,False
cat112,AF,9368,3426.8236016225446,2489.465,7.83668610609895,7.82022471794554,False
cat112,AG,1331,2963.763193087904,2130.44,7.694490081042398,7.664553086618358,False
cat112,AH,18639,3476.60654219647,2553.71,7.8467137364462145,7.845693993260438,False
cat112,AI,4749,2378.319208254369,1618.94,7.453841884166383,7.3901443905035045,False
cat112,AJ,144,3191.479861111111,2312.635,7.8182854273456,7.746571935771181,True
cat112,AK,6726,2636.81151798989,1865.1999999999998,7.572343361305738,7.531659538193681,False
cat112,AL,1130,3185.889725663717,2375.2,7.776340023238866,7.773256553045178,False
cat112,AM,1170,2676.2884444444444,1887.795,7.573638311008504,7.543694318875479,False
cat112,AN,9138,3111.434439702342,2175.675,7.696626799843372,7.685553755216762,False
cat112,AO,534,3215.660992509363,2564.42,7.805436905319714,7.849876114646028,False
cat112,AP,4000,2301.9110425,1546.865,7.413878379511562,7.344631838743576,False
cat112,AQ,30,2735.1536666666666,2187.4449999999997,7.701858198035078,7.689549082731457,True
cat112,AR,2365,2784.8585835095137,1941.63,7.606943579087688,7.571798004069411,False
cat112,AS,17669,3409.983391816175,2453.19,7.82410722290026,7.805552046886603,False
cat112,AT,1272,3056.9869182389934,2165.0699999999997,7.705112592851182,7.680666579341905,False
cat112,AU,434,2572.4665898617513,1701.59,7.542245055478595,7.439904822033843,False
cat112,AV,7122,2380.850900028082,1596.855,7.416764319896437,7.376417383663814,False
cat112,AW,3145,2856.063923688394,1983.26,7.628507885244924,7.593001327645825,False
cat112,AX,1074,2942.7488919925513,2028.045,7.654769829646716,7.615320369703093,False
cat112,AY,1414,2787.4676661951908,2060.165,7.655151287347599,7.631026426157652,False
cat112,B,423,3192.5594089834512,2377.39,7.795749819823318,7.774179067167817,False
cat112,BA,190,3124.5713684210527,2436.94,7.7341416556156855,7.798894721696618,False
cat112,C,2257,3250.37447939743,2183.24,7.747183026331592,7.68902322093721,False
cat112,D,1645,2858.5309240121583,2064.5,7.652616984630904,7.633127606836819,False
