field_name,field_origin,source_name,approved_role,observed_dtype,observed_min,observed_max,category_levels,n_unique,missing_count,missing_pct,unit_or_scale,documented_meaning,quality_limitation,september_handling,meaning_status,purpose,inputs,exact_derivation,allowed_values,field_version,owner,dictionary_version
cat101,source,cat101,anonymous nominal categorical predictor,object,,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H"", ""I"", ""J"", ""K"", ""L"", ""M"", ""N"", ""O"", ""Q"", ""R"", ""S"", ""U""]",19,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat102,source,cat102,anonymous nominal categorical predictor,object,,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H"", ""J""]",9,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat103,source,cat103,anonymous nominal categorical predictor,object,,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H"", ""I"", ""J"", ""K"", ""L"", ""N""]",13,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat104,source,cat104,anonymous nominal categorical predictor,object,,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H"", ""I"", ""J"", ""K"", ""L"", ""M"", ""N"", ""O"", ""P"", ""Q""]",17,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat105,source,cat105,anonymous nominal categorical predictor,object,,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H"", ""I"", ""J"", ""K"", ""L"", ""M"", ""N"", ""O"", ""P"", ""Q"", ""R"", ""S"", ""T""]",20,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat106,source,cat106,anonymous nominal categorical predictor,object,,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H"", ""I"", ""J"", ""K"", ""L"", ""M"", ""N"", ""O"", ""P"", ""R""]",17,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat107,source,cat107,anonymous nominal categorical predictor,object,,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H"", ""I"", ""J"", ""K"", ""L"", ""M"", ""N"", ""O"", ""P"", ""Q"", ""R"", ""S"", ""U""]",20,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat108,source,cat108,anonymous nominal categorical predictor,object,,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H"", ""I"", ""J"", ""K""]",11,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat109,source,cat109,anonymous nominal categorical predictor,object,,,"[""A"", ""AA"", ""AB"", ""AE"", ""AF"", ""AG"", ""AH"", ""AI"", ""AJ"", ""AK"", ""AL"", ""AM"", ""AN"", ""AO"", ""AP"", ""AQ"", ""AR"", ""AS"", ""AT"", ""AU"", ""AV"", ""AW"", ""AX"", ""AY"", ""B"", ""BA"", ""BB"", ""BC"", ""BD"", ""BE"", ""BF"", ""BG"", ""BH"", ""BI"", ""BJ"", ""BK"", ""BL"", ""BM"", ""BN"", ""BO"", ""BP"", ""BQ"", ""BR"", ""BS"", ""BT"", ""BU"", ""BV"", ""BX"", ""BY"", ""C"", ""CA"", ""CB"", ""CC"", ""CD"", ""CE"", ""CF"", ""CG"", ""CH"", ""CI"", ""CJ"", ""CK"", ""CL"", ""D"", ""E"", ""F"", ""G"", ""H"", ""I"", ""J"", ""K"", ""L"", ""M"", ""N"", ""O"", ""P"", ""Q"", ""R"", ""S"", ""T"", ""U"", ""V"", ""X"", ""Y"", ""ZZ""]",84,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat110,source,cat110,anonymous nominal categorical predictor,object,,,"[""A"", ""AA"", ""AB"", ""AC"", ""AD"", ""AE"", ""AF"", ""AG"", ""AH"", ""AI"", ""AJ"", ""AK"", ""AL"", ""AM"", ""AN"", ""AO"", ""AP"", ""AR"", ""AS"", ""AT"", ""AU"", ""AV"", ""AW"", ""AX"", ""AY"", ""B"", ""BA"", ""BB"", ""BC"", ""BD"", ""BE"", ""BF"", ""BG"", ""BI"", ""BJ"", ""BK"", ""BL"", ""BM"", ""BN"", ""BO"", ""BP"", ""BQ"", ""BR"", ""BS"", ""BT"", ""BU"", ""BV"", ""BW"", ""BX"", ""BY"", ""C"", ""CB"", ""CC"", ""CD"", ""CF"", ""CG"", ""CH"", ""CI"", ""CJ"", ""CK"", ""CL"", ""CM"", ""CN"", ""CO"", ""CP"", ""CQ"", ""CR"", ""CS"", ""CT"", ""CU"", ""CV"", ""CW"", ""CX"", ""CY"", ""D"", ""DA"", ""DB"", ""DC"", ""DD"", ""DE"", ""DF"", ""DG"", ""DH"", ""DI"", ""DJ"", ""DK"", ""DL"", ""DM"", ""DN"", ""DO"", ""DP"", ""DQ"", ""DR"", ""DS"", ""DT"", ""DU"", ""DV"", ""DW"", ""DX"", ""DY"", ""E"", ""EA"", ""EB"", ""ED"", ""EE"", ""EF"", ""EG"", ""EH"", ""EI"", ""EJ"", ""EK"", ""EL"", ""EM"", ""G"", ""H"", ""I"", ""J"", ""K"", ""L"", ""N"", ""O"", ""P"", ""Q"", ""R"", ""S"", ""T"", ""U"", ""V"", ""W"", ""X"", ""Y""]",131,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat111,source,cat111,anonymous nominal categorical predictor,object,,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""I"", ""K"", ""M"", ""O"", ""Q"", ""S"", ""U"", ""W"", ""Y""]",16,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat112,source,cat112,anonymous nominal categorical predictor,object,,,"[""A"", ""AA"", ""AB"", ""AC"", ""AD"", ""AE"", ""AF"", ""AG"", ""AH"", ""AI"", ""AJ"", ""AK"", ""AL"", ""AM"", ""AN"", ""AO"", ""AP"", ""AQ"", ""AR"", ""AS"", ""AT"", ""AU"", ""AV"", ""AW"", ""AX"", ""AY"", ""B"", ""BA"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H"", ""I"", ""J"", ""K"", ""L"", ""M"", ""N"", ""O"", ""P"", ""Q"", ""R"", ""S"", ""T"", ""U"", ""V"", ""W"", ""X"", ""Y""]",51,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat113,source,cat113,anonymous nominal categorical predictor,object,,,"[""A"", ""AB"", ""AC"", ""AD"", ""AE"", ""AF"", ""AG"", ""AH"", ""AI"", ""AJ"", ""AK"", ""AL"", ""AM"", ""AN"", ""AO"", ""AP"", ""AQ"", ""AR"", ""AS"", ""AT"", ""AU"", ""AV"", ""AW"", ""AX"", ""AY"", ""B"", ""BA"", ""BB"", ""BC"", ""BD"", ""BE"", ""BF"", ""BG"", ""BH"", ""BI"", ""BJ"", ""BK"", ""BL"", ""BM"", ""BN"", ""BO"", ""C"", ""E"", ""F"", ""G"", ""H"", ""I"", ""J"", ""K"", ""L"", ""M"", ""N"", ""O"", ""P"", ""Q"", ""S"", ""T"", ""U"", ""V"", ""X"", ""Y""]",61,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat114,source,cat114,anonymous nominal categorical predictor,object,,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""I"", ""J"", ""L"", ""N"", ""O"", ""Q"", ""R"", ""S"", ""U"", ""V"", ""W"", ""X""]",19,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat115,source,cat115,anonymous nominal categorical predictor,object,,,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H"", ""I"", ""J"", ""K"", ""L"", ""M"", ""N"", ""O"", ""P"", ""Q"", ""R"", ""S"", ""T"", ""U"", ""W"", ""X""]",23,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cat116,source,cat116,anonymous nominal categorical predictor,object,,,"[""AA"", ""AB"", ""AC"", ""AD"", ""AE"", ""AF"", ""AG"", ""AH"", ""AJ"", ""AK"", ""AL"", ""AM"", ""AN"", ""AO"", ""AP"", ""AR"", ""AS"", ""AT"", ""AU"", ""AV"", ""AW"", ""AX"", ""AY"", ""B"", ""BA"", ""BB"", ""BC"", ""BD"", ""BF"", ""BG"", ""BI"", ""BK"", ""BL"", ""BM"", ""BO"", ""BP"", ""BQ"", ""BS"", ""BT"", ""BU"", ""BV"", ""BW"", ""BX"", ""BY"", ""C"", ""CA"", ""CB"", ""CC"", ""CD"", ""CE"", ""CF"", ""CG"", ""CH"", ""CI"", ""CJ"", ""CK"", ""CL"", ""CM"", ""CN"", ""CO"", ""CP"", ""CQ"", ""CR"", ""CS"", ""CT"", ""CU"", ""CV"", ""CW"", ""CX"", ""CY"", ""D"", ""DA"", ""DC"", ""DD"", ""DE"", ""DF"", ""DG"", ""DH"", ""DI"", ""DJ"", ""DK"", ""DL"", ""DM"", ""DN"", ""DO"", ""DP"", ""DQ"", ""DR"", ""DS"", ""DT"", ""DU"", ""DV"", ""DW"", ""DX"", ""DY"", ""E"", ""EA"", ""EB"", ""EC"", ""ED"", ""EE"", ""EF"", ""EG"", ""EH"", ""EI"", ""EJ"", ""EK"", ""EL"", ""EN"", ""EO"", ""EP"", ""EQ"", ""ES"", ""EU"", ""EV"", ""EW"", ""EY"", ""F"", ""FA"", ""FB"", ""FC"", ""FD"", ""FE"", ""FF"", ""FG"", ""FH"", ""FI"", ""FJ"", ""FK"", ""FL"", ""FM"", ""FN"", ""FO"", ""FP"", ""FQ"", ""FR"", ""FS"", ""FT"", ""FU"", ""FV"", ""FW"", ""FX"", ""G"", ""GA"", ""GB"", ""GC"", ""GD"", ""GE"", ""GF"", ""GG"", ""GH"", ""GI"", ""GJ"", ""GK"", ""GL"", ""GM"", ""GN"", ""GO"", ""GP"", ""GQ"", ""GR"", ""GS"", ""GT"", ""GU"", ""GV"", ""GW"", ""GX"", ""GY"", ""H"", ""HA"", ""HB"", ""HC"", ""HD"", ""HE"", ""HF"", ""HG"", ""HH"", ""HI"", ""HJ"", ""HK"", ""HL"", ""HM"", ""HN"", ""HO"", ""HP"", ""HQ"", ""HR"", ""HT"", ""HU"", ""HV"", ""HW"", ""HX"", ""HY"", ""I"", ""IA"", ""IB"", ""IC"", ""ID"", ""IE"", ""IF"", ""IG"", ""IH"", ""II"", ""IJ"", ""IK"", ""IL"", ""IM"", ""IN"", ""IO"", ""IP"", ""IQ"", ""IR"", ""IT"", ""IU"", ""IV"", ""IX"", ""IY"", ""J"", ""JA"", ""JB"", ""JC"", ""JD"", ""JE"", ""JF"", ""JG"", ""JH"", ""JI"", ""JJ"", ""JK"", ""JL"", ""JM"", ""JN"", ""JO"", ""JP"", ""JQ"", ""JR"", ""JT"", ""JU"", ""JV"", ""JW"", ""JX"", ""JY"", ""K"", ""KA"", ""KB"", ""KC"", ""KD"", ""KE"", ""KF"", ""KG"", ""KH"", ""KI"", ""KJ"", ""KK"", ""KL"", ""KM"", ""KN"", ""KP"", ""KQ"", ""KR"", ""KS"", ""KT"", ""KU"", ""KV"", ""KW"", ""KX"", ""KY"", ""L"", ""LA"", ""LB"", ""LC"", ""LD"", ""LE"", ""LF"", ""LG"", ""LH"", ""LI"", ""LJ"", ""LK"", ""LL"", ""LM"", ""LN"", ""LO"", ""LQ"", ""LR"", ""LT"", ""LU"", ""LV"", ""LW"", ""LX"", ""LY"", ""M"", ""MA"", ""MB"", ""MC"", ""MD"", ""ME"", ""MF"", ""MG"", ""MH"", ""MI"", ""MJ"", ""MK"", ""ML"", ""MM"", ""MN"", ""MO"", ""MP"", ""MQ"", ""MR"", ""MS"", ""MT"", ""MU"", ""MV"", ""MW"", ""O"", ""P"", ""Q"", ""R"", ""S"", ""T"", ""U"", ""V"", ""W"", ""X"", ""Y""]",326,0,0.0,nominal categorical,unknown,Anonymous predictor; semantic meaning is not documented.,Treat as an unordered nominal categorical predictor. Do not infer a meaning or ordering.,unresolved,,,,,,,1.0.0
cont1,source,cont1,anonymous continuous predictor,float64,1.6e-05,0.984975,,647,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont2,source,cont2,anonymous continuous predictor,float64,0.001149,0.862654,,33,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont3,source,cont3,anonymous continuous predictor,float64,0.002634,0.944251,,76,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont4,source,cont4,anonymous continuous predictor,float64,0.176921,0.954297,,112,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont5,source,cont5,anonymous continuous predictor,float64,0.281143,0.983674,,141,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont6,source,cont6,anonymous continuous predictor,float64,0.012683,0.997162,,2573,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont7,source,cont7,anonymous continuous predictor,float64,0.069503,1.0,,5632,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont8,source,cont8,anonymous continuous predictor,float64,0.23688,0.9802,,201,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont9,source,cont9,anonymous continuous predictor,float64,8e-05,0.9954,,347,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont10,source,cont10,anonymous continuous predictor,float64,0.0,0.99498,,174,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont11,source,cont11,anonymous continuous predictor,float64,0.035321,0.998742,,326,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont12,source,cont12,anonymous continuous predictor,float64,0.036232,0.998484,,328,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont13,source,cont13,anonymous continuous predictor,float64,0.000228,0.988494,,353,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
cont14,source,cont14,anonymous continuous predictor,float64,0.179722,0.844848,,18740,0,0.0,scaled between 0 and 1,unknown,Original unit and transformation are not documented.,Treat as a continuous predictor on the delivered 0-to-1 scale. Do not infer the original unit or transformation.,unresolved,,,,,,,1.0.0
loss,source,loss,regression target,float64,0.67,121012.25,,158223,0,0.0,USD (dollars),final paid claim amount,Closed claims without payment are excluded from the delivered dataset. Individual inclusion reasons are not documented.,Retain as the regression target. Use original loss units for reporting and model evaluation (MAE). Do not infer causation or individual reserve amounts.,documented,,,,,,,1.0.0
log1p_loss,derived,,derived target,float64,0.5128236264286639,11.703655322715969,,158223,0,0.0,log1p transformation of loss,log-transformed total paid claim amount,Log-transformed values are not dollar amounts and cannot be interpreted directly as claim costs.,Use for exploratory analysis only. Retain original loss values for reporting and model evaluation (MAE).,documented,Support exploratory analysis of the loss distribution using a log-transformed scale.,loss,log1p_loss = ln(1 + loss),"[0, infinity)",1.0,Liam,1.0.0
