field,level,support,mean_loss,median_loss,std_loss,q25_loss,q75_loss,iqr_loss,is_rare
cat99,T,72591,3067.9923586946043,2132.51,2932.5639720406098,1231.24,3832.54,2601.3,False
cat99,R,10290,2567.642617103985,1871.0349999999999,2289.985409925731,1112.5874999999999,3219.5325,2106.9449999999997,False
cat99,D,8844,3403.8957372229756,2357.275,3379.862053539194,1313.2649999999999,4315.8775,3002.6124999999997,False
cat99,S,7045,2989.176400283889,2177.44,2475.7541962001674,1233.07,4025.1,2792.0299999999997,False
cat99,N,2894,3093.8004388389772,2193.88,2748.247467228918,1205.3925,4046.235,2840.8425,False
cat99,K,2703,3122.1727450980393,2302.43,2677.754268768338,1275.97,4121.125,2845.1549999999997,False
cat99,F,2702,3364.0043671354556,2138.39,3770.8321408567617,1197.89,4105.4175000000005,2907.5275,False
cat99,E,1034,3964.889941972921,2479.31,5600.407353994467,1338.1275,4854.715,3516.5875,False
cat99,C,310,5719.515161290323,3068.165,10041.726900127946,1432.2525,6356.2425,4923.99,False
cat99,J,245,4408.55,3141.51,3816.816408197337,1575.93,5858.52,4282.59,False
cat99,H,93,1894.659569892473,1543.32,1347.6354852625925,822.97,2416.3,1593.3300000000002,True
cat99,M,52,1991.7725,1627.03,1219.7552116151235,968.78,2798.2675,1829.4875,True
cat99,I,38,1816.1805263157894,1766.425,1010.7548670309446,935.2825,2290.5425,1355.26,True
cat99,G,19,1362.9094736842105,1180.53,709.1077551047567,852.145,1802.9850000000001,950.8400000000001,True
cat99,O,3,936.6033333333335,1106.18,340.8455906027439,825.205,1132.79,307.5849999999999,True
cat100,F,42970,3200.0989397253898,2325.085,2942.2899676977695,1402.6725000000001,3971.0775,2568.4049999999997,False
cat100,I,39933,1970.402508702076,1470.68,1720.664299970259,941.64,2365.52,1423.88,False
cat100,L,19961,4005.5817143429686,3315.15,3048.822161387856,1874.77,5299.1,3424.3300000000004,False
cat100,K,13817,2772.5496974741263,1852.56,2677.113094396262,1008.78,3605.64,2596.8599999999997,False
cat100,G,12935,4678.556561267877,3636.05,3812.621367401104,2057.1949999999997,6150.754999999999,4093.5599999999995,False
cat100,J,12027,2063.532037914692,1416.12,2079.801890685377,884.49,2430.1549999999997,1545.6649999999997,False
cat100,H,10776,3906.7548997772824,2932.415,3301.602759004278,1747.0725,4952.0525,3204.9799999999996,False
cat100,A,9402,1746.2421697511168,1281.935,1539.1139284971503,821.5600000000001,2114.15,1292.5900000000001,False
cat100,N,7592,3055.7959641728135,2318.205,2583.30970173347,1445.5874999999999,3768.0525,2322.465,False
cat100,B,6608,3090.5893341404358,2310.51,2583.9741613525866,1444.365,3850.4474999999998,2406.0824999999995,False
cat100,O,5697,3496.4890345796034,2388.8,3809.167439375346,1315.89,4440.95,3125.0599999999995,False
cat100,M,5185,4767.290925747348,3822.92,4008.7022609470346,1919.47,6440.27,4520.8,False
cat100,C,836,4835.537141148325,3665.085,4101.155345312348,2020.0825,6127.139999999999,4107.057499999999,False
cat100,D,553,2253.6821338155514,1743.03,1881.7860706046058,1092.62,2734.7,1642.08,False
cat100,E,26,4914.809615384615,3538.62,5488.630553980824,1974.88,5460.217500000001,3485.3375000000005,True
cat101,A,106721,2454.1398437983153,1739.25,2361.3098596297195,1042.77,3000.32,1957.5500000000002,False
cat101,D,17171,2812.9903057480637,1927.96,2711.813767175096,1107.92,3508.7,2400.7799999999997,False
cat101,C,16971,2778.2836379706555,1912.24,2777.5349174467065,1109.415,3470.825,2361.41,False
cat101,G,10944,3450.680946637427,2644.12,2779.1169115846824,1631.6525000000001,4405.02,2773.3675000000003,False
cat101,F,10139,3560.151861130289,2723.55,2976.537533019054,1647.5349999999999,4552.39,2904.8550000000005,False
cat101,J,7259,4603.863789778206,3825.63,3272.0645910431085,2449.785,5815.76,3365.9750000000004,False
cat101,I,6690,4590.935254110613,3804.7250000000004,3210.935278614584,2383.4224999999997,5845.9,3462.4775,False
cat101,M,3669,5540.2927664213685,4627.24,3895.336013072081,3041.94,6921.65,3879.7099999999996,False
cat101,L,3173,5321.419555625591,4558.45,3465.68144438517,3006.27,6674.4,3668.1299999999997,False
cat101,Q,2762,7057.4702643012315,6016.505,4651.853554429479,4077.19,8919.64,4842.449999999999,False
cat101,O,2493,6870.387172081829,5970.22,4215.629488101314,4076.42,8696.66,4620.24,False
cat101,S,173,8993.138439306358,8280.08,5099.103567735556,5765.8,11082.3,5316.499999999999,True
cat101,R,138,8564.376594202899,7287.925,5604.6866932563,5375.3375,10938.725,5563.387500000001,True
cat101,E,7,4458.574285714286,3426.28,4795.410934549326,1792.085,4359.860000000001,2567.7750000000005,True
cat101,B,3,1292.02,936.81,789.4184050932686,839.71,1566.725,727.0149999999999,True
cat101,K,2,3240.165,3240.165,3127.1302423228235,2134.5575,4345.7725,2211.215,True
cat101,H,1,1320.72,1320.72,,1320.72,1320.72,0.0,True
cat101,N,1,2192.72,2192.72,,2192.72,2192.72,0.0,True
cat101,U,1,15972.49,15972.49,,15972.49,15972.49,0.0,True
cat102,A,177274,2975.5585590103456,2070.73,2852.6096483904016,1184.33,3770.425,2586.0950000000003,False
cat102,B,5155,4018.6318874878757,3006.97,3579.9037211908935,1686.35,5177.24,3490.89,False
cat102,C,4929,3914.580137959018,2978.93,3264.0089037136895,1678.07,5144.47,3466.4000000000005,False
cat102,E,482,4529.677510373444,3391.335,4005.632185208627,1842.97,5653.5075,3810.5374999999995,False
cat102,D,449,4615.829376391982,3551.57,3739.010304052741,1959.4,5973.16,4013.7599999999998,False
cat102,G,15,8334.852666666668,6677.43,5271.7581840440325,4304.5599999999995,11217.810000000001,6913.250000000002,True
cat102,F,12,5688.412499999999,5351.88,3910.832652004441,1997.4775,9382.45,7384.972500000001,True
cat102,H,1,18646.37,18646.37,,18646.37,18646.37,0.0,True
cat102,J,1,17435.36,17435.36,,17435.36,17435.36,0.0,True
cat103,A,123737,2814.648334855379,1947.07,2730.7306637982188,1106.73,3574.58,2467.85,False
cat103,B,33342,3078.8902804270892,2064.615,2956.262034129519,1209.5375,3901.5525000000002,2692.0150000000003,False
cat103,C,16508,3447.5018433486794,2477.8050000000003,3103.5238435824085,1512.7775,4236.78,2724.0024999999996,False
cat103,D,7806,4029.012131693569,3063.58,3350.7898835702636,1932.16,4973.3775,3041.2174999999997,False
cat103,E,4473,4349.91779342723,3379.92,3257.4365329167904,2166.13,5491.64,3325.51,False
cat103,F,1528,5009.336590314136,4092.255,3654.883400078026,2645.8275,6185.08,3539.2525,False
cat103,G,550,5712.691854545455,4566.67,4805.128332952928,2901.4775,7014.17,4112.6925,False
cat103,H,190,5983.009473684211,4989.425,4416.57051545758,3181.825,7106.165,3924.34,False
cat103,I,109,7276.575963302753,6280.68,5277.131591050325,3809.03,9040.7,5231.67,True
cat103,J,45,7106.018888888889,6046.6,4518.509511576308,3635.51,9209.79,5574.280000000001,True
cat103,L,17,6675.83,5886.72,3716.1434053985995,4891.25,7773.87,2882.62,True
cat103,K,11,6249.808181818182,6497.98,4941.195615894635,1930.3000000000002,7855.145,5924.845,True
cat103,N,2,2836.435,2836.435,3165.568566948124,1717.2375,3955.6324999999997,2238.3949999999995,True
cat104,E,42925,2981.0809421083286,2076.6,2645.8795822962634,1166.91,3922.99,2756.08,False
cat104,G,40660,3117.23777004427,2118.17,3038.8373597228065,1181.6875,3911.3375,2729.65,False
cat104,D,27611,2970.460094889718,2191.84,2465.1451246555134,1231.1399999999999,3938.395,2707.255,False
cat104,F,19228,3068.3329233409613,2111.2200000000003,3052.170909908094,1192.3925,3817.1724999999997,2624.7799999999997,False
cat104,H,17187,2767.820460813405,1968.41,2505.54399184278,1161.815,3515.62,2353.805,False
cat104,K,14297,3173.2300167867384,2157.31,3270.5432901919958,1294.97,3836.1,2541.13,False
cat104,I,10919,3014.904157889917,2081.42,3360.386503407739,1208.5149999999999,3699.495,2490.98,False
cat104,C,6949,2847.1126737660093,2108.58,2398.514700791907,1161.12,3775.6,2614.48,False
cat104,L,3486,3683.609644291452,2527.54,4134.880610633254,1442.54,4399.3125,2956.7725,False
cat104,J,3138,3330.961504142766,2199.005,3558.07237399563,1349.4025000000001,3802.8225,2453.42,False
cat104,M,1156,4167.185519031142,2575.6099999999997,4954.369683954523,1583.435,4571.125,2987.69,False
cat104,O,409,3089.3257457212712,2413.27,2288.4528959303816,1434.2,4071.88,2637.6800000000003,False
cat104,N,153,3861.0956209150327,2557.33,5292.2169706482055,1412.16,4229.03,2816.87,True
cat104,P,86,3035.8196511627907,2503.9449999999997,2518.2587956356565,1447.45,3548.1775000000002,2100.7275,True
cat104,A,68,3527.34,2190.955,3517.153845767486,1237.805,4406.165,3168.3599999999997,True
cat104,B,43,3195.70976744186,2594.26,2234.492631997238,1479.83,4510.655000000001,3030.8250000000007,True
cat104,Q,3,4747.946666666667,3333.34,3540.2723650212747,2733.52,6055.07,3321.5499999999997,True
cat105,E,76493,2861.3099895415266,2075.47,2440.2031598235035,1185.61,3759.17,2573.5600000000004,False
cat105,F,62892,3071.0210373338423,2141.87,2881.0470932661883,1222.84,3887.7475,2664.9075000000003,False
cat105,G,20613,3226.280348809004,2132.86,3248.537897286454,1206.22,3999.69,2793.4700000000003,False
cat105,D,12172,2612.9226298061126,1919.475,2279.0722283651776,1130.34,3269.2325,2138.8925,False
cat105,H,11258,3430.475048854148,2232.97,3501.649887696691,1233.5,4371.05,3137.55,False
cat105,I,2941,4356.198208092485,2793.65,4618.690627301762,1367.66,5620.37,4252.71,False
cat105,J,694,5340.362507204611,3237.865,6468.172395096295,1746.9225000000001,6259.075,4512.1525,False
cat105,K,486,5147.148744855967,2902.585,6384.539100179127,1495.8575,6670.6025,5174.745,False
cat105,C,275,2794.335927272727,2099.17,2446.890672562901,1213.24,3585.1949999999997,2371.955,False
cat105,M,171,6275.504035087719,3519.23,9048.899294288949,1888.35,7353.594999999999,5465.244999999999,True
cat105,L,145,6631.49475862069,3805.29,7454.69805432743,2051.43,8227.59,6176.16,True
cat105,A,77,3015.3992207792207,1880.77,3185.703761082168,1004.77,3386.79,2382.02,True
cat105,N,64,7031.06546875,5558.05,5495.233526104995,2846.0299999999997,9357.7225,6511.6925,True
cat105,P,15,22600.972,4069.65,38906.09485909083,2193.075,15599.939999999999,13406.864999999998,True
cat105,O,9,6625.501111111112,4313.53,5497.954661777516,3521.03,9949.54,6428.51,True
cat105,B,5,1236.3380000000002,1201.95,331.56384433469213,1159.4,1254.23,94.82999999999993,True
cat105,Q,4,12335.162499999999,5433.785,16836.945745936966,2220.06,15548.887499999999,13328.8275,True
cat105,R,2,15316.645,15316.645,17722.012195911895,9050.967499999999,21582.3225,12531.355,True
cat105,S,1,3637.2,3637.2,,3637.2,3637.2,0.0,True
cat105,T,1,51383.04,51383.04,,51383.04,51383.04,0.0,True
cat106,G,47165,2928.131985582529,2046.08,2741.305844724495,1168.25,3694.64,2526.39,False
cat106,H,37713,2912.657092249357,2051.82,2565.6592027497177,1170.86,3792.65,2621.79,False
cat106,F,36143,3278.1418116924438,2201.74,3356.074701073255,1260.69,4028.415,2767.725,False
cat106,I,21433,2815.5252535809263,2015.21,2440.269064550638,1138.34,3698.76,2560.42,False
cat106,J,18281,3010.036765494229,2221.7,2464.8364089671313,1232.5,4049.75,2817.25,False
cat106,E,13000,3538.7423969230767,2281.435,3869.40893155405,1323.8274999999999,4226.2375,2902.4100000000003,False
cat106,K,7958,2785.64882005529,2165.16,2098.580229878297,1200.2025,3825.4900000000002,2625.2875000000004,False
cat106,L,2971,2660.348882531134,1994.26,2161.2716332042837,1142.99,3507.7799999999997,2364.79,False
cat106,D,1934,4462.236458117891,2741.5150000000003,5276.277451805408,1619.8175,5232.9475,3613.13,False
cat106,M,1176,2941.4861564625853,2191.84,2271.4431199493647,1212.475,4134.495,2922.02,False
cat106,N,231,2591.4112987012986,2028.74,1904.009311713404,1156.335,3484.3450000000003,2328.01,False
cat106,C,129,6771.240542635659,3183.76,12499.84585688943,1826.98,5173.54,3346.56,True
cat106,A,75,3259.5108,2003.69,3173.622581444335,1340.685,3856.085,2515.4,True
cat106,O,66,2319.965909090909,1961.1100000000001,1576.655341867692,1078.9750000000001,3366.7525,2287.7775,True
cat106,R,32,3546.8984375,2844.31,2360.7236082445756,1880.8125,4659.2325,2778.42,True
cat106,B,9,3540.1299999999997,2211.29,3622.536640028642,2065.38,3897.49,1832.1099999999997,True
cat106,P,2,759.425,759.425,240.32438172187196,674.4575,844.3925,169.93500000000006,True
cat107,F,47310,3072.6211885436483,2098.4849999999997,2923.395751101085,1173.6475,3952.495,2778.8475,False
cat107,G,28560,3149.791914565826,2233.975,2833.4241983067395,1271.1950000000002,4041.1075,2769.9125,False
cat107,H,23461,3124.0431528920335,2254.84,2767.40067051297,1293.13,4038.1,2744.97,False
cat107,J,22405,3084.531565721937,2103.27,3018.0810090256205,1184.36,3867.14,2682.7799999999997,False
cat107,K,20236,2946.549609112473,2038.5549999999998,2781.0602826346294,1168.26,3718.1525,2549.8925,False
cat107,I,20066,2913.9882148908605,2059.32,2713.738448629538,1197.1375,3679.1275,2481.99,False
cat107,E,12521,2871.4291749860236,1971.56,3316.1081378311274,1166.3,3484.56,2318.26,False
cat107,L,6976,3003.2061697247705,2150.3599999999997,2692.4028749493823,1209.345,3946.345,2737.0,False
cat107,D,3225,2636.230164341085,1817.15,3909.55954446075,1094.88,3071.51,1976.63,False
cat107,M,2067,3074.337929366231,2318.36,2659.311608454607,1206.355,4163.344999999999,2956.9899999999993,False
cat107,N,797,3053.982032622334,2275.71,2518.3539675212533,1277.32,4006.74,2729.42,False
cat107,C,213,2076.430704225352,1553.98,3673.600366907177,904.97,2307.71,1402.74,False
cat107,Q,140,2985.1141428571427,2211.245,2797.680863165725,985.02,3909.6225,2924.6025,True
cat107,O,125,2950.61352,2471.53,2101.0798055079476,1247.09,4367.85,3120.76,True
cat107,P,100,3138.6722999999997,2389.165,2507.929702985085,1076.455,4610.6375,3534.1825,True
cat107,A,75,3259.5108,2003.69,3173.622581444335,1340.685,3856.085,2515.4,True
cat107,U,32,3546.8984375,2844.31,2360.7236082445756,1880.8125,4659.2325,2778.42,True
cat107,R,5,3063.068,3061.6,1661.7941625454098,2262.69,3327.76,1065.0700000000002,True
cat107,B,2,19845.899999999998,19845.899999999998,24495.819388034357,11185.32,28506.48,17321.16,True
cat107,S,2,5553.495,5553.495,87.26404786623173,5522.6425,5584.3475,61.70499999999993,True
cat108,B,65512,2835.619131914764,2041.21,2416.8359309939983,1153.0349999999999,3743.7374999999997,2590.7025,False
cat108,K,42435,2928.250686225993,2041.16,2713.8476977062355,1155.8,3737.025,2581.2250000000004,False
cat108,G,21421,3094.658479062602,2225.51,2827.247745720102,1342.57,3797.01,2454.4400000000005,False
cat108,D,19160,3719.431096033403,2378.755,3998.122754023553,1297.3825000000002,4662.225,3364.8425,False
cat108,F,10242,2563.8212624487405,1869.525,2285.066255536002,1111.0,3214.14,2103.14,False
cat108,A,9299,2985.5236143671364,2189.2,2537.3719034190476,1227.315,3922.43,2695.115,False
cat108,E,7968,3771.1030860943774,2416.935,4046.2906680038463,1351.7575000000002,4626.87,3275.1124999999997,False
cat108,I,7243,2969.863907220765,2174.46,2448.1323597686105,1225.04,4003.89,2778.85,False
cat108,H,4305,3878.6507781649243,2478.45,4820.423755955543,1359.26,4796.63,3437.37,False
cat108,C,520,2365.833115384615,1847.03,1907.1015138898174,1187.5874999999999,2864.6825,1677.095,False
cat108,J,213,4203.008544600939,2569.94,4402.789406779338,1342.66,5498.93,4156.27,False
cat109,BI,152918,3146.284931531932,2141.13,3076.3700829389413,1211.8075,3987.5875,2775.78,False
cat109,AB,21933,2609.7275730634206,2048.22,1900.0963554493653,1192.64,3522.63,2329.99,False
cat109,BU,3142,2639.220868873329,2054.755,2102.6080223387244,1242.96,3324.8475,2081.8875,False
cat109,K,2999,2313.3989663221073,1816.35,1841.3884670757507,1052.925,3055.465,2002.5400000000002,False
cat109,G,1353,2893.4349445676276,2305.31,2062.924369830459,1294.65,4032.6,2737.95,False
cat109,BQ,1067,2415.1294189315836,1974.42,1698.1277530475713,1079.47,3372.74,2293.2699999999995,False
cat109,N,461,1833.5566594360087,1625.31,1040.8293773387766,999.57,2462.25,1462.6799999999998,False
cat109,M,446,3144.4973766816147,2145.915,2698.1559264283683,1237.815,4450.9725,3213.1575,False
cat109,BO,329,1855.6795744680849,1500.16,1279.411039297394,972.98,2433.49,1460.5099999999998,False
cat109,BH,257,2315.3504280155644,1930.47,1507.0632439269166,1128.37,3189.83,2061.46,False
cat109,D,214,2190.0498130841124,2008.75,1210.7936434809446,1197.1325,2984.3050000000003,1787.1725000000004,False
cat109,AR,208,2923.4834615384616,2549.95,1762.2878182258391,1357.6975,4388.715,3031.0175,False
cat109,AT,200,3003.6402999999996,2673.63,1845.5059268300213,1501.435,4241.424999999999,2739.9899999999993,False
cat109,CL,178,4416.924494382023,2621.495,4553.953552106637,1345.6425,5834.68,4489.0375,True
cat109,AS,159,2669.9440251572328,1898.61,2135.0503632601067,1128.2649999999999,3574.115,2445.85,True
cat109,AL,151,2319.1014569536424,1922.66,1671.1224252672803,1097.83,2931.0950000000003,1833.2650000000003,True
cat109,R,149,3356.6499999999996,2696.88,2409.568516464407,1324.3,4858.98,3534.6799999999994,True
cat109,CD,143,2009.5355244755247,1643.42,1262.2633404323944,1113.005,2534.845,1421.8399999999997,True
cat109,F,124,2864.1808870967743,2566.8,1829.1564602848073,1237.3925,4145.137500000001,2907.745000000001,True
cat109,BL,122,1997.1469672131147,1690.835,1156.3737211187529,1102.245,2825.4474999999998,1723.2024999999999,True
cat109,CI,109,1809.510458715596,1525.92,1183.277255553394,1076.57,2335.53,1258.9600000000003,True
cat109,I,94,2149.9256382978724,2122.7250000000004,1048.8729675674144,1281.7625,2768.67,1486.9075,True
cat109,L,89,3689.716853932584,3018.58,2625.349906368152,1605.41,5638.16,4032.75,True
cat109,U,78,1876.6805128205126,1728.065,1006.0941415336365,1107.9825,2496.2125,1388.23,True
cat109,AW,74,2063.627027027027,1867.425,1110.1025077938607,1139.5075000000002,2797.0099999999998,1657.5024999999996,True
cat109,H,73,1991.8964383561645,1965.4,1029.312229309738,1158.35,2763.85,1605.5,True
cat109,Q,66,2270.1943939393936,1861.85,1367.3996797595612,1172.8675,3111.7275,1938.86,True
cat109,CA,66,1931.6733333333334,1794.98,1059.65437970244,1153.4025,2499.05,1345.6475000000003,True
cat109,BX,61,1518.3565573770493,1276.72,1072.337161348807,793.8,1748.98,955.1800000000001,True
cat109,T,59,1964.4981355932202,1737.66,1074.4143456841878,1193.43,2431.23,1237.8,True
cat109,O,58,1796.270344827586,1608.8449999999998,1444.9786896795224,918.725,2196.05,1277.3250000000003,True
cat109,AQ,57,1939.4750877192982,1640.39,1147.44625275174,1163.18,2462.46,1299.28,True
cat109,AH,55,2108.246727272727,1805.13,1173.0132058538852,1179.4499999999998,2918.33,1738.88,True
cat109,AX,54,1646.7096296296297,1410.35,896.271665928936,1023.295,1888.0175000000002,864.7225000000002,True
cat109,AM,52,1605.5507692307692,1563.965,824.1250391228267,1058.985,1975.6275,916.6425000000002,True
cat109,AE,52,2882.0209615384615,2651.245,1842.6290336558811,1382.145,4052.69,2670.545,True
cat109,A,52,2252.565192307692,1839.025,1443.7259631333961,1057.0375,3277.4825,2220.445,True
cat109,AJ,50,1975.3736,1889.2649999999999,1062.6306530238805,991.4499999999999,2733.8675000000003,1742.4175000000005,True
cat109,X,49,2759.8004081632653,2284.83,2371.1136181628517,1026.23,3565.12,2538.89,True
cat109,BD,43,1965.152558139535,1878.0,1012.9645966292467,1282.105,2725.865,1443.7599999999998,True
cat109,CC,43,2297.1853488372094,1823.98,1426.3271100666861,1180.0349999999999,3488.115,2308.08,True
cat109,C,39,4059.7602564102563,3210.76,3094.6294476785756,1476.74,5962.57,4485.83,True
cat109,BA,33,2848.4166666666665,2424.76,1918.363978574365,1381.99,4064.59,2682.6000000000004,True
cat109,S,25,1862.5783999999999,1426.31,1277.1353711388622,936.45,2577.29,1640.84,True
cat109,Y,23,2950.83,3136.1,1414.994434492749,2110.9700000000003,3645.745,1534.7749999999996,True
cat109,BJ,22,2541.0,1626.795,2077.4223073914513,938.0250000000001,3723.46,2785.435,True
cat109,AU,22,2677.7054545454544,2024.915,1824.513403079421,1345.975,3346.3624999999997,2000.3874999999998,True
cat109,AI,18,1527.1244444444446,1525.75,592.817529164723,1002.41,2035.96,1033.5500000000002,True
cat109,E,17,1877.1670588235295,2047.16,1181.2357787967476,757.17,2898.44,2141.27,True
cat109,AN,17,1522.1523529411766,1528.08,775.5334585265276,1060.65,1747.37,686.7199999999998,True
cat109,BR,16,1622.345625,1269.065,999.0214824781882,917.13,2436.53,1519.4,True
cat109,BK,15,1694.0266666666669,1543.67,800.554182994208,1156.2,2126.645,970.4449999999999,True
cat109,BB,14,3510.847142857143,3730.68,1417.5736073382498,2656.8824999999997,4252.885,1596.0025000000005,True
cat109,BC,14,1793.9635714285712,1756.46,698.1157450166196,1343.4824999999998,2081.61,738.1275000000003,True
cat109,AA,14,2418.3342857142857,1872.33,1482.817710808686,1351.005,3137.2325,1786.2275,True
cat109,CK,13,972.9530769230769,836.85,539.529623258146,685.18,1152.62,467.43999999999994,True
cat109,CF,12,2625.8641666666667,2274.0950000000003,1675.4151191893707,1172.535,3651.215,2478.6800000000003,True
cat109,V,11,1566.5454545454545,1277.43,615.3818364131921,1076.685,2027.0749999999998,950.3899999999999,True
cat109,AY,9,2495.366666666667,2216.07,1440.341938933252,1597.92,2943.71,1345.79,True
cat109,BS,9,1719.5933333333332,2038.62,917.65057436096,898.61,2136.43,1237.8199999999997,True
cat109,CE,8,1643.81625,1486.1,780.3177224866713,1294.895,1753.4775,458.5825,True
cat109,CG,8,2676.67625,2525.275,1149.2000043376447,2125.5625,2953.8675,828.3049999999998,True
cat109,CJ,8,1564.05375,1126.24,1233.9482879757213,833.625,1801.655,968.03,True
cat109,AF,8,1452.7275,1456.64,782.6629013958875,771.17,1967.8075,1196.6374999999998,True
cat109,P,8,1639.2475,1435.4099999999999,1092.7849989002543,670.4325,2558.3375,1887.9050000000002,True
cat109,AP,7,1084.1585714285713,1132.76,446.0562468803148,821.77,1297.875,476.105,True
cat109,CH,6,1679.6066666666666,1268.3,838.5494865222128,1141.7775,2208.715,1066.9375000000002,True
cat109,AV,6,1959.705,1841.975,1146.1476921016767,1270.0375,2737.425,1467.3875000000003,True
cat109,BE,5,1700.2900000000002,1614.7,877.3759830312202,1294.6,1702.67,408.07000000000016,True
cat109,BG,3,3268.263333333334,3885.06,1219.2887923020262,2874.435,3970.49,1096.0549999999998,True
cat109,BY,3,1470.3,1288.31,480.49880051879416,1197.845,1651.76,453.91499999999996,True
cat109,BM,2,1868.235,1868.235,867.1604011081225,1561.6475,2174.8224999999998,613.1749999999997,True
cat109,AO,2,866.18,866.18,557.7941132711961,668.97,1063.3899999999999,394.41999999999985,True
cat109,BT,2,1211.505,1211.505,511.2877002725568,1030.7375,1392.2725,361.5350000000001,True
cat109,BV,2,1727.245,1727.245,1263.1826249794603,1280.6425,2173.8475,893.2049999999999,True
cat109,BN,2,1680.49,1680.49,542.5064646619429,1488.685,1872.295,383.6100000000001,True
cat109,AG,1,1150.72,1150.72,,1150.72,1150.72,0.0,True
cat109,AK,1,544.06,544.06,,544.06,544.06,0.0,True
cat109,CB,1,2860.23,2860.23,,2860.23,2860.23,0.0,True
cat109,B,1,759.84,759.84,,759.84,759.84,0.0,True
cat109,BF,1,2887.44,2887.44,,2887.44,2887.44,0.0,True
cat109,J,1,2143.75,2143.75,,2143.75,2143.75,0.0,True
cat109,BP,1,1624.06,1624.06,,1624.06,1624.06,0.0,True
cat109,ZZ,1,796.91,796.91,,796.91,796.91,0.0,True
cat110,CL,25305,3523.7305382335503,2285.55,3782.265174093284,1277.19,4324.28,3047.0899999999997,False
cat110,EG,24654,3047.407985316784,2159.245,2789.944172376068,1228.7325,3915.4375,2686.705,False
cat110,CS,24592,3024.8991513500328,2056.51,2850.3646450725423,1180.78,3841.1525,2660.3725000000004,False
cat110,EB,21396,2912.5478514675638,2130.495,2531.9270115876016,1213.475,3828.0699999999997,2614.595,False
cat110,CO,17495,3117.470019434124,2149.32,2875.550667330259,1206.955,4014.75,2807.795,False
cat110,BT,16365,3180.054736327528,2149.62,3069.9369915426155,1200.46,4085.02,2884.56,False
cat110,EL,9236,2676.473775443915,1959.49,2817.72958553915,1142.2725,3405.6675,2263.395,False
cat110,BC,4131,2554.9644904381507,1939.76,2151.528924337195,1189.695,3173.06,1983.365,False
cat110,DW,3640,2709.7820384615384,2073.17,2199.9859317444602,1225.135,3500.9675,2275.8325000000004,False
cat110,CQ,3271,3053.205074900642,1991.56,3032.2885175152232,1118.975,3813.685,2694.71,False
cat110,DX,3096,2909.06940245478,2083.3900000000003,2607.0656143903884,1115.2425,3736.0375,2620.795,False
cat110,AI,2965,2786.2811568296797,2130.15,2126.481554492585,1183.83,3841.08,2657.25,False
cat110,BP,2867,2877.9677886292293,2051.7,2716.9188043477134,1161.29,3534.0249999999996,2372.7349999999997,False
cat110,W,2703,2970.150318165002,2136.2,2609.9952242578447,1258.8,3876.945,2618.1450000000004,False
cat110,C,2681,2425.9131219694145,1973.47,1699.755842774319,1158.99,3276.92,2117.9300000000003,False
cat110,AC,2611,3669.9497165836847,2567.85,3293.7247650401678,1405.465,4818.355,3412.8899999999994,False
cat110,CM,1925,2747.197496103896,2056.02,2208.0226166668995,1178.63,3655.73,2477.1,False
cat110,BS,1920,2859.8451770833335,2103.46,2499.2202647644863,1174.8575,3755.755,2580.8975,False
cat110,DK,1745,2938.1723094555873,2020.68,2537.0565146299027,1176.59,3835.73,2659.1400000000003,False
cat110,V,1692,2626.0157092198583,2012.0,1983.8303626706495,1090.44,3705.1275,2614.6875,False
cat110,A,1296,2946.2364583333333,2212.3199999999997,2292.6601056694094,1321.7625,3927.365,2605.6025,False
cat110,EE,1185,3509.414194092827,2275.86,3459.70924801669,1320.25,4477.41,3157.16,False
cat110,EF,1159,3285.088723037101,2262.15,3010.123588090505,1273.635,4146.905000000001,2873.2700000000004,False
cat110,CI,1066,3566.819324577861,2313.1949999999997,3727.4671999280504,1263.3975,4393.4349999999995,3130.0374999999995,False
cat110,DM,796,3077.0165452261303,1948.185,2980.5581062098213,1056.1425,4046.8650000000002,2990.7225000000003,False
cat110,CR,767,2842.394185136897,1999.57,2606.9987697646993,1126.2849999999999,3626.785,2500.5,False
cat110,AM,643,2429.6731570762054,1750.99,2557.144180291967,1161.33,2796.79,1635.46,False
cat110,AD,626,2060.47214057508,1729.475,1388.623355304285,1079.7575,2613.0150000000003,1533.2575000000004,False
cat110,AP,576,2668.304322916667,2249.6800000000003,1845.5799455832362,1241.4099999999999,3761.84,2520.4300000000003,False
cat110,T,529,2329.314933837429,1991.78,1467.3573565675026,1184.88,3218.31,2033.4299999999998,False
cat110,DL,395,2670.2985316455693,1817.66,2488.034766966569,1033.095,3393.6400000000003,2360.545,False
cat110,U,343,2235.0475510204083,1837.22,1584.566484597899,1027.125,3013.63,1986.505,False
cat110,AK,336,2764.5647321428573,1880.52,2372.3086695645807,1116.865,3642.4874999999997,2525.6224999999995,False
cat110,CH,296,2492.004358108108,2076.0249999999996,1620.0431388216105,1129.1125,3566.5099999999998,2437.3975,False
cat110,I,236,2810.34,2254.285,2017.0879812488906,1145.16,4062.8599999999997,2917.7,False
cat110,DJ,233,2672.629184549356,2314.5,1785.114296085424,1404.65,3710.36,2305.71,False
cat110,N,222,1538.2295045045046,1368.275,1353.5781601929525,859.8275,1929.8925,1070.065,False
cat110,CG,206,1916.5368446601942,1712.96,1085.1418908063029,1064.67,2498.6400000000003,1433.9700000000003,False
